"concept","frequency","relative_frequency-across_texts","relative_percentage-across_texts","tf-idf","Action","Evaluation","Node Type","Potency","gram_type","meta","number_of_texts"
"kbk","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"conducts","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"bring","3","0.005825242718446602","2.1634095334246772E-4","6.129400758757228E-4"," "," ",""," ","single","UNKNOWN","3"
"may-ari","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"ronnie","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"cover","6","0.011650485436893204","4.3268190668493544E-4","9.259679080534812E-4"," "," ",""," ","single","UNKNOWN","6"
"fail","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"mangingisda","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","unknown","2"
"sales","4","0.007766990291262136","2.8845460445662364E-4","7.342702160826237E-4"," "," ",""," ","single","UNKNOWN","4"
"asawa","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"file","21","0.040776699029126215","0.001514386673397274","0.002805225781490898"," "," ",""," ","single","agent","8"
"malolos_city","2","0.003883495145631068","1.4422730222831182E-4","5.670766038399547E-4"," "," ",""," ","ngram","location","1"
"criminal","7","0.013592233009708738","5.047955577990914E-4","0.0014301935103766866"," "," ",""," ","single","UNKNOWN","3"
"toxic","4","0.007766990291262136","2.8845460445662364E-4","8.172534345009637E-4"," "," ",""," ","single","UNKNOWN","3"
"weather","17","0.03300970873786408","0.0012259320689406504","0.001773824382340631"," "," ",""," ","single","UNKNOWN","12"
"devastate","3","0.005825242718446602","2.1634095334246772E-4","6.129400758757228E-4"," "," ",""," ","single","UNKNOWN","3"
"katulad","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"headlines","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"pcgs","6","0.011650485436893204","4.3268190668493544E-4","9.259679080534812E-4"," "," ",""," ","single","UNKNOWN","6"
"opt","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"groups","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","unknown","2"
"wind","5","0.009708737864077669","3.6056825557077957E-4","8.373792890640461E-4","  0.88","  -0.35","","  0.97","single","UNKNOWN","5"
"municipal_social_welfare","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","ngram","agent","1"
"naiwan","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"national","5","0.009708737864077669","3.6056825557077957E-4","9.178377701032796E-4"," "," ",""," ","single","UNKNOWN","4"
"compens","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"magagamit","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"prevent","19","0.036893203883495145","0.0013701593711689622","0.0018728383377798364","  0.97","  2.77","","  2.45","single","UNKNOWN","13"
"director","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"provid","23","0.04466019417475728","0.001658613975625586","0.001922726540790692","  0.93","  0.95","","  1.01","single","UNKNOWN","16"
"sangguniang","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"bahagi","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"lumaot","2","0.003883495145631068","1.4422730222831182E-4","5.670766038399547E-4"," "," ",""," ","single","UNKNOWN","1"
"oil_spill_response_organizations","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","ngram","agent","1"
"logistical","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"vomit","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"—jiselle","4","0.007766990291262136","2.8845460445662364E-4","7.342702160826237E-4"," "," ",""," ","single","UNKNOWN","4"
"ganyang","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"used_to","6","0.011650485436893204","4.3268190668493544E-4","9.259679080534812E-4"," "," ",""," ","ngram","UNKNOWN","6"
"tap","8","0.015533980582524271","5.769092089132473E-4","0.0012346238774046418"," "," ",""," ","single","UNKNOWN","6"
"on_board","5","0.009708737864077669","3.6056825557077957E-4","8.373792890640461E-4"," "," ",""," ","ngram","UNKNOWN","5"
"papaano","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"shoreline—could","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"oily","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"makikita","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"coconut","6","0.011650485436893204","4.3268190668493544E-4","0.0012258801517514455","1.6  ","  -0.18","","  1.33","single","UNKNOWN","3"
"long-term","2","0.003883495145631068","1.4422730222831182E-4","5.670766038399547E-4"," "," ",""," ","single","UNKNOWN","1"
"oils","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"traces","5","0.009708737864077669","3.6056825557077957E-4","8.373792890640461E-4"," "," ",""," ","single","UNKNOWN","5"
"engin","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"timeline","3","0.005825242718446602","2.1634095334246772E-4","6.129400758757228E-4"," "," ",""," ","single","UNKNOWN","3"
"ground","18","0.03495145631067961","0.0012980457200548064","0.0018781669930665506","  1.47","3.0  ","","  2.59","single","UNKNOWN","12"
"cavite-metro","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","unknown","1"
"salvor","17","0.03300970873786408","0.0012259320689406504","0.001773824382340631"," "," ",""," ","single","UNKNOWN","12"
"cargo","29","0.05631067961165048","0.0020912958823105215","0.0024243073775186987"," "," ",""," ","single","UNKNOWN","16"
"containment","7","0.013592233009708738","5.047955577990914E-4","0.0010802958927290615"," "," ",""," ","single","UNKNOWN","6"
"effective","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"probe","3","0.005825242718446602","2.1634095334246772E-4","6.129400758757228E-4"," "," ",""," ","single","UNKNOWN","3"
"disposal","5","0.009708737864077669","3.6056825557077957E-4","9.178377701032796E-4"," "," ",""," ","single","UNKNOWN","4"
"merong","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"highly","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"length","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"justice_secretary","7","0.013592233009708738","5.047955577990914E-4","0.0011723310046896644"," "," ",""," ","ngram","UNKNOWN","5"
"cavite—bacoor","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"vince","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"frequently","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"usapin","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"quiapo","7","0.013592233009708738","5.047955577990914E-4","0.0010024813143205515"," "," ",""," ","single","UNKNOWN","7"
"migration","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"responsible","9","0.017475728155339806","6.490228600274032E-4","0.001388951862080222"," "," ",""," ","single","UNKNOWN","6"
"progressive","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"take_up","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","ngram","UNKNOWN","1"
"verde_island_passage","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","ngram","location","1"
"establish","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"suppos","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"typhoon","15","0.02912621359223301","0.0010817047667123385","0.001659259782136679"," "," ",""," ","single","UNKNOWN","11"
"renewable","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"access","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"rufo","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"secretary","16","0.031067961165048542","0.0011538184178264946","0.0020014146452880725"," "," ",""," ","single","UNKNOWN","9"
"symptoms","4","0.007766990291262136","2.8845460445662364E-4","9.342117118812664E-4"," "," ",""," ","single","UNKNOWN","2"
"llgjyofygv","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","agent","1"
"industrial","68","0.13203883495145632","0.0049037282757626015","0.0014428704235854846","0.99  ","  2.02","","  1.74","single","UNKNOWN","38"
"kapitan","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"mishaps","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"lugar","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"councils","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"unsafe","5","0.009708737864077669","3.6056825557077957E-4","0.0010215667931262047"," "," ",""," ","single","UNKNOWN","3"
"sector","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"mallari_jr","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","ngram","agent","1"
"semirara","2","0.003883495145631068","1.4422730222831182E-4","5.670766038399547E-4"," "," ",""," ","single","UNKNOWN","1"
"ruin","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"swells","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"maunahan","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"answers","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"spokesperson_rear_admiral_armand_balilo","46","0.08932038834951456","0.003317227951251172","0.004288407149564945"," "," ",""," ","ngram","agent","14"
"workers","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"asabihan","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"vasquez","13","0.02524271844660194","9.374774644840268E-4","0.0021771861515665195"," "," ",""," ","single","UNKNOWN","5"
"race","5","0.009708737864077669","3.6056825557077957E-4","9.178377701032796E-4"," "," ",""," ","single","UNKNOWN","4"
"island-province","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"incidents","12","0.02330097087378641","8.653638133698709E-4","0.0014098858063577818"," "," ",""," ","single","UNKNOWN","10"
"fame","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"daniella","2","0.003883495145631068","1.4422730222831182E-4","5.670766038399547E-4"," "," ",""," ","single","UNKNOWN","1"
"niya","6","0.011650485436893204","4.3268190668493544E-4","0.0011014053241239353"," "," ",""," ","single","UNKNOWN","4"
"risk-caus","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"porta_vaga_ship_management_group","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","ngram","organization","1"
"jose_garcia","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","ngram","agent","1"
"directly","3","0.005825242718446602","2.1634095334246772E-4","6.129400758757228E-4"," "," ",""," ","single","UNKNOWN","3"
"work","22","0.04271844660194175","0.0015865003245114301","0.002050977332400626"," "," ",""," ","single","UNKNOWN","14"
"diarrhea","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"biodegradation","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"victims","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"tatagas","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"videos","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"global","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"class","6","0.011650485436893204","4.3268190668493544E-4","0.001004855146876855","1.6  ","  -0.18","","  1.33","single","UNKNOWN","5"
"property","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"figur","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"responders","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"naputol","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"northern","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","agent","1"
"environment","36","0.06990291262135923","0.002596091440109613","0.002563346039380102"," "," ",""," ","single","UNKNOWN","19"
"shipyard","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"program","5","0.009708737864077669","3.6056825557077957E-4","9.178377701032796E-4"," "," ",""," ","single","UNKNOWN","4"
"mapaminsalang","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"company","12","0.02330097087378641","8.653638133698709E-4","0.0017185393959780883"," "," ",""," ","single","UNKNOWN","7"
"popular","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"even","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"word","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"go_through","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","ngram","UNKNOWN","1"
"warn","15","0.02912621359223301","0.0010817047667123385","0.002003732701064927","  -0.37 -0.66","  1.18 0.52","","  0.08 0.52","single","UNKNOWN","8"
"stop","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"washington-bas_national_oceanic","3","0.005825242718446602","2.1634095334246772E-4","6.129400758757228E-4"," "," ",""," ","ngram","agent","3"
"intention","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"allow","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"mahigit","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"caution","4","0.007766990291262136","2.8845460445662364E-4","7.342702160826237E-4"," "," ",""," ","single","UNKNOWN","4"
"estenzo","3","0.005825242718446602","2.1634095334246772E-4","6.129400758757228E-4"," "," ",""," ","single","UNKNOWN","3"
"ronnie_gil_gavan","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","ngram","agent","2"
"conflat","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4","-0.07","2.26","","1.97","single","UNKNOWN","1"
"nocop","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"categorically","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"juanito","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"kanilang","3","0.005825242718446602","2.1634095334246772E-4","7.006587839109498E-4"," "," ",""," ","single","UNKNOWN","2"
"iyon","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"obando","2","0.003883495145631068","1.4422730222831182E-4","5.670766038399547E-4","0.52","0.9","","1.155","single","UNKNOWN","1"
"minim","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"fit","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"offices","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"in_fact","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","ngram","UNKNOWN","2"
"wash","2","0.003883495145631068","1.4422730222831182E-4","5.670766038399547E-4"," "," ",""," ","single","UNKNOWN","1"
"mean","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"stickier","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"ecosystem—includ","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"fine","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"lists","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"find","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4","  0.33","  -0.43","","  0.84","single","UNKNOWN","2"
"worst-case","7","0.013592233009708738","5.047955577990914E-4","0.0011723310046896644"," "," ",""," ","single","UNKNOWN","5"
"marine","37","0.07184466019417475","0.002668205091223769","0.002497689066799047","0.4  ","-2.62  ","","  -0.55","single","UNKNOWN","20"
"office","13","0.02524271844660194","9.374774644840268E-4","0.00128141570479673","  1.19","  -0.57","","  1.12","single","UNKNOWN","13"
"noveleta","15","0.02912621359223301","0.0010817047667123385","0.002003732701064927","  0.52","  0.9","","1.155  ","single","agent","8"
"cultur","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"rice","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"terminals","2","0.003883495145631068","1.4422730222831182E-4","5.670766038399547E-4"," "," ",""," ","single","UNKNOWN","1"
"circumstances","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"website","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"matter","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"naturally","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"locally","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"rich","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"fill","4","0.007766990291262136","2.8845460445662364E-4","7.342702160826237E-4"," "," ",""," ","single","UNKNOWN","4"
"bumaba","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"clearance","5","0.009708737864077669","3.6056825557077957E-4","0.0010215667931262047","1.6  ","  -0.18","","  1.33","single","UNKNOWN","3"
"families","6","0.011650485436893204","4.3268190668493544E-4","0.001004855146876855"," "," ",""," ","single","UNKNOWN","5"
"domestic","4","0.007766990291262136","2.8845460445662364E-4","9.342117118812664E-4"," "," ",""," ","single","UNKNOWN","2"
"casualty","3","0.005825242718446602","2.1634095334246772E-4","6.129400758757228E-4"," "," ",""," ","single","UNKNOWN","3"
"rules","3","0.005825242718446602","2.1634095334246772E-4","6.129400758757228E-4"," "," ",""," ","single","UNKNOWN","3"
"fisherfolk","35","0.06796116504854369","0.002523977788995457","0.0023626788469720715"," "," ",""," ","single","UNKNOWN","20"
"umiral","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"nag-decide","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"inquir","14","0.027184466019417475","0.0010095911155981827","0.002160591785458123"," "," ",""," ","single","UNKNOWN","6"
"bumalik","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"safety","9","0.017475728155339806","6.490228600274032E-4","0.0012022396206389564"," "," ",""," ","single","UNKNOWN","8"
"karagdagang","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"continue","9","0.017475728155339806","6.490228600274032E-4","0.0011257957379745408"," "," ",""," ","single","UNKNOWN","9"
"industries","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"emphas","3","0.005825242718446602","2.1634095334246772E-4","6.129400758757228E-4"," "," ",""," ","single","UNKNOWN","3"
"boom","3","0.005825242718446602","2.1634095334246772E-4","7.006587839109498E-4","  0.19","  0.7","","  0.84","single","UNKNOWN","2"
"anne","4","0.007766990291262136","2.8845460445662364E-4","7.342702160826237E-4"," "," ",""," ","single","UNKNOWN","4"
"tapos","3","0.005825242718446602","2.1634095334246772E-4","7.006587839109498E-4"," "," ",""," ","single","UNKNOWN","2"
"seasonal","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"dalampasigan","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"saksi","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"parts","9","0.017475728155339806","6.490228600274032E-4","0.001388951862080222"," "," ",""," ","single","UNKNOWN","6"
"harbor_star_ship_services_inc","37","0.07184466019417475","0.002668205091223769","0.003647106236729155","  0.25 1.47","3.0   -2.46","","  2.59 0.05","ngram","agent","13"
"float","16","0.031067961165048542","0.0011538184178264946","0.0016694817716147116","  -1.12","  -0.36","","  -0.58","single","UNKNOWN","12"
"lubric","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"unconsciousness","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"time","16","0.031067961165048542","0.0011538184178264946","0.0016694817716147116"," "," ",""," ","single","UNKNOWN","12"
"levels","3","0.005825242718446602","2.1634095334246772E-4","6.129400758757228E-4"," "," ",""," ","single","UNKNOWN","3"
"refer","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"tima","2","0.003883495145631068","1.4422730222831182E-4","5.670766038399547E-4"," "," ",""," ","single","UNKNOWN","1"
"kaya","3","0.005825242718446602","2.1634095334246772E-4","8.50614905759932E-4"," "," ",""," ","single","UNKNOWN","1"
"verde_island","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","ngram","agent","2"
"duties","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"quot","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"video","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"intelligence","2","0.003883495145631068","1.4422730222831182E-4","5.670766038399547E-4"," "," ",""," ","single","UNKNOWN","1"
"junnel","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"kayo","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"panick","2","0.003883495145631068","1.4422730222831182E-4","5.670766038399547E-4"," "," ",""," ","single","UNKNOWN","1"
"extract","4","0.007766990291262136","2.8845460445662364E-4","8.172534345009637E-4"," "," ",""," ","single","UNKNOWN","3"
"agarang","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"conditions","7","0.013592233009708738","5.047955577990914E-4","0.0010024813143205515","  -0.66","  0.13","","  0.58","single","UNKNOWN","7"
"bit","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"project","5","0.009708737864077669","3.6056825557077957E-4","8.373792890640461E-4","  0.97","  2.77","","  2.45","single","UNKNOWN","5"
"pick_up","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","ngram","UNKNOWN","1"
"divers","7","0.013592233009708738","5.047955577990914E-4","0.0010024813143205515"," "," ",""," ","single","UNKNOWN","7"
"discuss","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"bir","2","0.003883495145631068","1.4422730222831182E-4","5.670766038399547E-4"," "," ",""," ","single","UNKNOWN","1"
"klase","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"bin","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"big","5","0.009708737864077669","3.6056825557077957E-4","9.178377701032796E-4"," "," ",""," ","single","UNKNOWN","4"
"nagpaihi","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"limbones","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"depend_on","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","ngram","UNKNOWN","1"
